url,label
https://www.example3294.com,0
http://fakebank4654.info/account,1
http://fakebank937.info/account,1
http://phishingsite1666.com/login,1
http://fakebank3530.info/account,1
https://www.example3063.com,0
http://phishingsite3704.com/login,1
https://www.example696.com,0
https://www.example2884.com,0
http://phishingsite257.com/login,1
http://phishingsite791.com/login,1
https://trustedsite2195.org/home,0
https://www.example4261.com,0
https://www.example3621.com,0
http://phishingsite4119.com/login,1
https://trustedsite3277.org/home,0
http://phishingsite3733.com/login,1
https://trustedsite1295.org/home,0
https://trustedsite1533.org/home,0
https://www.example2929.com,0
https://www.example589.com,0
http://phishingsite1958.com/login,1
http://fakebank4949.info/account,1
https://www.example4282.com,0
http://fakebank4358.info/account,1
https://trustedsite4690.org/home,0
http://fakebank3699.info/account,1
https://trustedsite2228.org/home,0
https://www.example88.com,0
https://www.example2407.com,0
http://fakebank3439.info/account,1
http://phishingsite4272.com/login,1
http://fakebank2791.info/account,1
http://phishingsite2479.com/login,1
https://www.example4082.com,0
http://phishingsite1225.com/login,1
https://www.example940.com,0
http://phishingsite292.com/login,1
http://phishingsite3087.com/login,1
https://trustedsite1524.org/home,0
https://trustedsite72.org/home,0
http://phishingsite1983.com/login,1
https://www.example833.com,0
http://phishingsite1221.com/login,1
https://www.example3595.com,0
http://phishingsite114.com/login,1
http://phishingsite433.com/login,1
http://phishingsite2142.com/login,1
http://phishingsite4032.com/login,1
http://fakebank4141.info/account,1
http://fakebank4105.info/account,1
https://www.example526.com,0
http://phishingsite4878.com/login,1
https://www.example2612.com,0
http://fakebank4991.info/account,1
https://www.example1515.com,0
http://fakebank2714.info/account,1
https://www.example2185.com,0
http://fakebank2736.info/account,1
http://fakebank4831.info/account,1
http://fakebank4499.info/account,1
https://www.example3172.com,0
https://trustedsite3058.org/home,0
http://fakebank4912.info/account,1
http://fakebank2267.info/account,1
https://www.example3657.com,0
http://fakebank3544.info/account,1
https://www.example709.com,0
https://trustedsite3553.org/home,0
http://phishingsite1152.com/login,1
https://www.example55.com,0
http://fakebank4125.info/account,1
http://fakebank375.info/account,1
http://phishingsite2467.com/login,1
http://fakebank2209.info/account,1
https://trustedsite3929.org/home,0
http://fakebank1729.info/account,1
https://www.example624.com,0
https://www.example4152.com,0
http://phishingsite2444.com/login,1
https://trustedsite3880.org/home,0
http://phishingsite3757.com/login,1
https://trustedsite324.org/home,0
http://fakebank1611.info/account,1
https://trustedsite2950.org/home,0
http://fakebank3157.info/account,1
http://phishingsite849.com/login,1
http://fakebank1508.info/account,1
https://trustedsite2327.org/home,0
https://trustedsite4748.org/home,0
https://www.example3339.com,0
https://www.example4022.com,0
https://www.example402.com,0
http://phishingsite4720.com/login,1
http://phishingsite2688.com/login,1
http://fakebank3209.info/account,1
https://trustedsite326.org/home,0
https://www.example723.com,0
https://www.example2979.com,0
https://trustedsite4577.org/home,0
http://phishingsite3630.com/login,1
https://trustedsite1348.org/home,0
http://fakebank2472.info/account,1
https://trustedsite4047.org/home,0
https://www.example4867.com,0
http://phishingsite2032.com/login,1
http://fakebank4939.info/account,1
https://www.example2502.com,0
https://www.example4792.com,0
http://fakebank3594.info/account,1
https://www.example2513.com,0
https://www.example2600.com,0
http://fakebank4578.info/account,1
http://phishingsite181.com/login,1
https://www.example4300.com,0
http://phishingsite4885.com/login,1
https://trustedsite1697.org/home,0
http://phishingsite4765.com/login,1
http://phishingsite402.com/login,1
http://phishingsite2288.com/login,1
https://www.example831.com,0
http://fakebank1820.info/account,1
https://www.example4430.com,0
https://www.example4174.com,0
http://fakebank4709.info/account,1
http://fakebank1662.info/account,1
http://fakebank1232.info/account,1
http://fakebank4327.info/account,1
https://trustedsite2592.org/home,0
http://phishingsite4187.com/login,1
https://www.example1018.com,0
http://phishingsite877.com/login,1
http://phishingsite393.com/login,1
https://trustedsite1347.org/home,0
https://www.example1812.com,0
https://www.example4733.com,0
http://phishingsite430.com/login,1
https://www.example4644.com,0
http://phishingsite1461.com/login,1
https://www.example2057.com,0
http://phishingsite2437.com/login,1
https://trustedsite2216.org/home,0
https://trustedsite2189.org/home,0
http://fakebank4459.info/account,1
https://www.example1539.com,0
https://www.example4079.com,0
https://www.example1134.com,0
http://phishingsite3075.com/login,1
http://phishingsite851.com/login,1
http://phishingsite2816.com/login,1
https://www.example4018.com,0
https://www.example2389.com,0
http://fakebank1397.info/account,1
https://trustedsite1478.org/home,0
https://www.example380.com,0
https://trustedsite1438.org/home,0
https://www.example1193.com,0
http://phishingsite860.com/login,1
https://www.example1109.com,0
http://phishingsite4641.com/login,1
http://fakebank4844.info/account,1
http://fakebank767.info/account,1
https://www.example104.com,0
http://fakebank3314.info/account,1
http://fakebank1504.info/account,1
http://phishingsite3224.com/login,1
https://www.example4499.com,0
https://trustedsite3999.org/home,0
https://trustedsite3089.org/home,0
http://fakebank3899.info/account,1
http://phishingsite556.com/login,1
https://www.example2937.com,0
https://trustedsite4221.org/home,0
https://trustedsite3436.org/home,0
http://fakebank184.info/account,1
http://phishingsite4925.com/login,1
http://fakebank4461.info/account,1
https://trustedsite1135.org/home,0
http://phishingsite21.com/login,1
https://trustedsite2836.org/home,0
https://trustedsite1273.org/home,0
http://fakebank1198.info/account,1
https://www.example3706.com,0
http://phishingsite2378.com/login,1
https://www.example1382.com,0
https://trustedsite724.org/home,0
http://phishingsite303.com/login,1
https://www.example1881.com,0
http://phishingsite1553.com/login,1
http://phishingsite2968.com/login,1
https://www.example1845.com,0
http://phishingsite813.com/login,1
http://phishingsite2051.com/login,1
http://fakebank4830.info/account,1
https://www.example1174.com,0
http://phishingsite2290.com/login,1
http://phishingsite3198.com/login,1
http://phishingsite1379.com/login,1
http://phishingsite263.com/login,1
http://fakebank2051.info/account,1
https://www.example175.com,0
https://trustedsite4093.org/home,0
http://phishingsite4511.com/login,1
http://phishingsite4601.com/login,1
https://trustedsite1254.org/home,0
http://fakebank3215.info/account,1
https://www.example9.com,0
http://phishingsite2719.com/login,1
https://www.example1954.com,0
http://fakebank3031.info/account,1
http://fakebank3800.info/account,1
https://trustedsite4575.org/home,0
https://trustedsite4060.org/home,0
https://trustedsite3687.org/home,0
https://trustedsite2495.org/home,0
https://www.example4180.com,0
https://www.example1698.com,0
https://trustedsite648.org/home,0
https://trustedsite4533.org/home,0
http://phishingsite2200.com/login,1
https://www.example1498.com,0
https://trustedsite1439.org/home,0
https://www.example738.com,0
http://fakebank2861.info/account,1
https://www.example3110.com,0
http://phishingsite158.com/login,1
https://www.example3464.com,0
https://trustedsite2.org/home,0
http://phishingsite4454.com/login,1
https://www.example4646.com,0
